"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"79","@TheNameIsMukund Thanks!<U+0001F44D>",FALSE,0,"TheNameIsMukund",2020-01-17 06:15:21,FALSE,"1217779296795676672","1218054178829766656","1031932466477654018","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"80","@Sam11286149 Thank you!",FALSE,0,"Sam11286149",2020-01-17 06:14:03,FALSE,"1217959885779783681","1218053851787354113","1138284039679254528","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"81","What does the future of smartphones look like?

Presenting the #MiMixAlpha with 4D Surround Display.

Discover more… https://t.co/UOOPE7XZZw",FALSE,1252,NA,2020-01-16 08:10:37,TRUE,NA,"1217720797898276864",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",118,FALSE,FALSE,NA,NA
"82","@Sujit_Kr_Sinha https://t.co/MLVzuZKorH",FALSE,3,"Sujit_Kr_Sinha",2020-01-16 08:09:27,FALSE,"1217714896692924422","1217720507568517120","702736356041052164","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"83","@mitho456 Thanks. We're glad to hear that! #MiMixAlpha",FALSE,1,"7March01",2020-01-16 08:07:36,FALSE,"1217712762924593154","1217720040130088962","1058597848093257728","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"84","@NithishSileveru Thank you! #MiMixAlpha",FALSE,1,"NithishSileveru",2020-01-16 07:52:26,FALSE,"1217711146083315713","1217716225863639040","875315881546366976","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"85","Mi fans, deal of the day is here! 
Grab your #MiBand3 at just <U+20B9>1599.

Buy now on https://t.co/D3b3QtmvaT, @Flipkart… https://t.co/b2yfDVygPb",FALSE,244,NA,2020-01-16 04:20:58,TRUE,NA,"1217663006668013568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",14,FALSE,FALSE,NA,NA
"86","@Rahulm1625 @manukumarjain We're happy to hear that. <U+0001F60A> #Mi50KStrong",FALSE,0,"Rahulm1625",2020-01-15 13:19:21,FALSE,"1217385874150703104","1217436107874263040","1082507090554281984","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"87","Mi fans, don't miss the count! Stay fit with the #MiBand3. 

Get yours tomorrow on https://t.co/D3b3QtmvaT,… https://t.co/LhtddLU9Uy",FALSE,247,NA,2020-01-15 13:00:00,TRUE,NA,"1217431238186680321",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",19,FALSE,FALSE,NA,NA
"88","Mi fans, did you know? The USB cable with a fake Mi Powerbank is much smaller in size as compared to the real one.… https://t.co/5BgFc6O0CX",FALSE,293,NA,2020-01-13 12:00:30,TRUE,NA,"1216691489910116358",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",32,FALSE,FALSE,NA,NA
"89","Step out in style with the compact yet spacious and stylish #MiStepOutBackpack. 

Now back in stock -… https://t.co/lFtJOhwrs4",FALSE,246,NA,2020-01-13 08:04:47,TRUE,NA,"1216632170027991043",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",25,FALSE,FALSE,NA,NA
"90","Look at the packaging carefully and you will know if it's fake or real.

Here's the visual guide that will help you… https://t.co/WDOsdXcz2x",FALSE,321,NA,2020-01-12 07:51:11,TRUE,NA,"1216266358071054337",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",32,FALSE,FALSE,NA,NA
"91","""Now you don't have to depend on anybody to change the filter."" - Aman

No hassle with #MiSmartWaterPurifier

Watch… https://t.co/sb6UGyBKZB",FALSE,255,NA,2020-01-11 13:06:41,TRUE,NA,"1215983368824709122",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",24,FALSE,FALSE,NA,NA
"92","Eco-friendly is the new cool! Mi Organic Solid T-Shirt is now available at <U+20B9>500 on https://t.co/D3b3QtmvaT. 

Get y… https://t.co/XZB0c1JjKl",FALSE,289,NA,2020-01-10 13:38:01,TRUE,NA,"1215628863985700864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",22,FALSE,FALSE,NA,NA
"93","Mi fans, did you know?
Our cables are tested under temperature ranging from -40° C to 85° C for thermal shock.

Her… https://t.co/5cG8ZQCzNf",FALSE,264,NA,2020-01-09 12:10:08,TRUE,NA,"1215244361920761856",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",25,FALSE,FALSE,NA,NA
"94","What better way to start a year? Your simple act can make a big impact.

The #MiPawsomeCalendar<U+0001F43E> 2020, feat. 12 awe… https://t.co/XwDx3ZpLVn",FALSE,177,NA,2020-01-09 10:43:41,TRUE,NA,"1215222605398999045",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",21,FALSE,FALSE,NA,NA
"95","Brighten up your mood and your cozy little corners. 

Now, get your Mi Smart LED Desk Lamp 1S from… https://t.co/lJP6ehG84F",FALSE,311,NA,2020-01-08 13:30:00,TRUE,NA,"1214902071901573120",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",25,FALSE,FALSE,NA,NA
"96","""I found it is BIS certified and the Penta purification technology makes sure that the water is pure and safe to dr… https://t.co/5ANynU2qYZ",FALSE,234,NA,2020-01-08 12:11:02,TRUE,NA,"1214882201243770882",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",23,FALSE,FALSE,NA,NA
"97","Do spread the word, Mi fans. Tag the person who would like to have one of these awesome #MiPawsomeCalendar 2020. https://t.co/tv4XYiL68Z",FALSE,236,NA,2020-01-08 08:42:55,FALSE,NA,"1214829826005061632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",24,FALSE,FALSE,NA,NA
"98","We're glad to see so many of you care about pets and pet adoption.

The #MiPawsomeCalendar<U+0001F43E> 2020 feat. 12 pawsome m… https://t.co/hHLMZFecs2",FALSE,248,NA,2020-01-08 08:39:26,TRUE,NA,"1214828947126411266",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",29,FALSE,FALSE,NA,NA
"99","One home for all things Xiaomi, #MiHome offers a complete Xiaomi experience to all our Mi Fans. Checkout all our ne… https://t.co/KUk7WoioSb",FALSE,287,NA,2020-01-08 04:45:15,TRUE,NA,"1214770016005939202",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",25,FALSE,FALSE,NA,NA
"100","""The most unique feature of this purifier is that the app itself notifies you about the filter life"" 

That's the t… https://t.co/7sYKZdKOHo",FALSE,178,NA,2020-01-07 12:41:38,TRUE,NA,"1214527513222795264",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",16,FALSE,FALSE,NA,NA
"101","Congratulations! @Subu99042 @ShaikhE03961008 @waqasshkh @AmarSin55632236 @SanathrajShetty @Gajwani_Hitesh1… https://t.co/7ErfJSxTTr",FALSE,192,NA,2020-01-07 09:44:45,TRUE,NA,"1214482997174358016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",31,FALSE,FALSE,NA,NA
"102","@Subu99042 @ShaikhE03961008 @waqasshkh @AmarSin55632236 @SanathrajShetty @Gajwani_Hitesh1 @BudithiRaman… https://t.co/sk1kYOETqF",FALSE,2,"Subu99042",2020-01-07 09:42:49,TRUE,NA,"1214482512535121920","869422876302114817","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",2,FALSE,FALSE,NA,NA
"103","@Subu99042 @ShaikhE03961008 @waqasshkh @AmarSin55632236 @SanathrajShetty @Gajwani_Hitesh1 @BudithiRaman… https://t.co/8FqpExIyAT",FALSE,2,"Subu99042",2020-01-07 09:39:59,TRUE,NA,"1214481800841453568","869422876302114817","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",2,FALSE,FALSE,NA,NA
"104","Congratulations! Please DM us to claim your Mi Smart band 4. @M_Owais10 @srai5262 @Gajwani_Hitesh1 @ananthnani… https://t.co/SahUyDeuNC",FALSE,145,NA,2020-01-07 09:39:40,TRUE,NA,"1214481717433516032",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",28,FALSE,FALSE,NA,NA
"105","Mi Fans, here's @ankitv revealing fake vs real, starting with the Mi USB cable #FearTheFake.

Identify fake vs real… https://t.co/nB52hEl3fT",FALSE,352,NA,2020-01-07 07:38:43,TRUE,NA,"1214451280787070976",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",52,FALSE,FALSE,NA,NA
"106","A fake Xiaomi accessory or gadget can have a lot more disadvantages than you think.

We're gonna bust a lot of myth… https://t.co/bjiWQyKyJK",FALSE,442,NA,2020-01-06 11:49:05,TRUE,NA,"1214151902050471936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",57,FALSE,FALSE,NA,NA
"107","This 'One' is for android lovers. Stand out in a world of ordinary with the #48MPAndroidOne phone #MiA3.

Available… https://t.co/jB9Y6Y3L5J",FALSE,413,NA,2020-01-06 05:36:22,TRUE,NA,"1214058104716853250",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",28,FALSE,FALSE,NA,NA
"108","Air inside your home too contains harmful pollutants. 

Ensure clean and healthy air indoors with #MiAirPurifier2C.… https://t.co/utqHdast8S",FALSE,264,NA,2020-01-04 12:24:32,TRUE,NA,"1213436045917687808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",22,FALSE,FALSE,NA,NA
"109","Get fit with Mi! Switch to a #FitterMi2020 with our range of Mi Bands. Get yours now from https://t.co/D3b3QtmvaT. https://t.co/rvwberNbom",FALSE,324,NA,2020-01-03 08:30:31,FALSE,NA,"1213014766123241472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",25,FALSE,FALSE,NA,NA
"110","@akhil_kore We hear you!",FALSE,2,"akhil_kore",2020-01-02 10:34:42,FALSE,"1212086920869634049","1212683631044378624","851004990927843328","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"111","@SanathrajShetty https://t.co/R9axfCuzqD",FALSE,2,"SanathrajShetty",2020-01-02 04:52:43,FALSE,"1212278898391539713","1212597566140899328","1001473672647852032","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"112","@Batman66585564 We're listening!",FALSE,1,"Batman66585564",2020-01-02 04:52:21,FALSE,"1212086374565908481","1212597472733741056","1080503978243219456","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"113","@DrS_Satapathy01 Just wait and see! You'll be surprised.",FALSE,3,"DrS_Satapathy01",2020-01-02 04:51:01,FALSE,"1212341757775667201","1212597138057613313","988424742162984960","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"114","@shaklen_ahmad A lot of interesting products are in the pipeline! Stay tuned!",FALSE,1,"shaklen_ahmad",2020-01-02 04:47:13,FALSE,"1212087034665480192","1212596183786328066","2426002574","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"115","@gurdeepdeepaa https://t.co/W0dj2u8xnE",FALSE,2,"gurdeepdeepaa",2020-01-02 04:44:41,FALSE,"1212366808562331649","1212595546470273024","2889223242","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",0,FALSE,FALSE,NA,NA
"116","@HarshitK2002 Same to you! <U+0001F60A>",FALSE,1,"HarshitK2002",2020-01-02 04:44:13,FALSE,"1212084253984542720","1212595426097954819","771753641007079424","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"117","Here's wishing all our Mi Fans a spectacular #NewYear! This year, we promise to bring you more that'll be worth cel… https://t.co/hfmAPTdtMw",FALSE,1042,NA,2019-12-31 18:48:13,TRUE,NA,"1212083050206490624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",116,FALSE,FALSE,NA,NA
"118","Mi fans, here's what we were up to in 2019, our craziest year yet.

Comment and tell us your favourite Xiaomi momen… https://t.co/1mIZ2vlrUn",FALSE,1632,NA,2019-12-31 11:06:08,TRUE,NA,"1211966763560079360",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",511,FALSE,FALSE,NA,NA
"119","Fitness on your mind? We've got your #NewYear2020 resolutions covered!

Make every step count with #MiBand3.

Buy y… https://t.co/BURG3gYSN2",FALSE,469,NA,2019-12-30 07:30:00,TRUE,NA,"1211549983532433411",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",198,FALSE,FALSE,NA,NA
"120","For every #Xiaomi toy that you buy, you can positively impact the lives of 2 children - yours and someone else's.… https://t.co/A7cWn5YrbX",FALSE,347,NA,2019-12-30 06:04:15,TRUE,NA,"1211528402924007424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",144,FALSE,FALSE,NA,NA
"121","Looking for the #BestOf2019 Android smartphones? Choose #RedmiGo and #MiA3.

Now at special festive prices. Get you… https://t.co/kVpAyRWh6M",FALSE,493,NA,2019-12-28 08:57:38,TRUE,NA,"1210847262839980033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",177,FALSE,FALSE,NA,NA
"122","#NewYear calls for newer fitness resolutions! <U+0001F3CB><U+FE0F><U+200D><U+2642><U+FE0F>

Start your fitness journey with the all-new #MiSmartBand3i. <U+0001F4AA>… https://t.co/Ee4lkxwsny",FALSE,423,NA,2019-12-27 13:50:50,TRUE,NA,"1210558658779566081",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",167,FALSE,FALSE,NA,NA
"123","Looking for #Android? Get the lowest price ever on #RedmiGo and #MiA3 in the #BestOf2019 sale.

Avail the best offe… https://t.co/84BEy4fTlJ",FALSE,450,NA,2019-12-27 06:50:00,TRUE,NA,"1210452754314878977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",204,FALSE,FALSE,NA,NA
"124","@karthickraj370 @Flipkart @amazonIN We're working on it. You'll get it soon!",FALSE,3,"karthickraj370",2019-12-26 09:47:21,FALSE,"1210134194627608576","1210134999598432258","1533697016","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"125","@Vasanth23631058 @Flipkart @amazonIN #108MP is coming soon! Stay tuned.",FALSE,1,"Vasanth23631058",2019-12-26 09:46:58,FALSE,"1210134154341339136","1210134900155670534","1203260765198618624","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"126","Looking for #Android? Get the lowest price ever on #RedmiGo and #MiA3 in the #BestOf2019 sale.

Avail the best offe… https://t.co/86y8WtjevZ",FALSE,426,NA,2019-12-26 09:42:40,TRUE,NA,"1210133821300994048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",205,FALSE,FALSE,NA,NA
"127","@ankit1119 @TeachForIndia Awesome! <U+0001F44F>",FALSE,1,"ankit1119",2019-12-26 07:18:12,FALSE,"1210095805819830272","1210097465367465984","162043511","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"128","For every #Xiaomi toy that you buy, you can positively impact the lives of 2 children - yours and someone else's.… https://t.co/QJtsfrdu1r",FALSE,315,NA,2019-12-26 07:10:06,TRUE,NA,"1210095424620486656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",176,FALSE,FALSE,NA,NA
"129","Mi Fans! It's the last day of the #1MiFanSale!

Don't miss grabbing huge discounts and exciting offers on #RedmiGo… https://t.co/Z0R2l4Ob7z",FALSE,346,NA,2019-12-25 10:53:50,TRUE,NA,"1209789343662923776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",152,FALSE,FALSE,NA,NA
"130","This #Christmas, help us spread the <U+2665><U+FE0F>.

For every #Xiaomi toy that you buy, we'll contribute proceeds to sponsor t… https://t.co/rvprJ9WZ4V",FALSE,346,NA,2019-12-25 07:10:30,TRUE,NA,"1209733138294788096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",185,FALSE,FALSE,NA,NA
"131","Mi Fans, here's wishing you all a very #MerryChristmas! Shine on <U+2728> https://t.co/J16pmw90jB",FALSE,456,NA,2019-12-25 04:43:40,FALSE,NA,"1209696184694005761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",152,FALSE,FALSE,NA,NA
"132","Avail the best offers on #MiA3 &amp; #RedmiGo in the #1MiFanSale!

Get yours from https://t.co/D3b3QtmvaT, @Flipkart,… https://t.co/GeKFR3BF5o",FALSE,337,NA,2019-12-24 13:00:00,TRUE,NA,"1209458704904421376",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",166,FALSE,FALSE,NA,NA
"133","Pet adoption is close to our hearts.

Here's a little something we have been doing to help find these abandoned pet… https://t.co/4XVBYlpgYs",FALSE,263,NA,2019-12-24 07:34:42,TRUE,NA,"1209376842114715650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",127,FALSE,FALSE,NA,NA
"134","All these pictures were #ShotOnMiA3 with the hope of finding them a home &amp; getting them adopted.

Do check out:… https://t.co/MD4mkg7mbb",FALSE,67,"XiaomiIndia",2019-12-24 07:21:46,TRUE,"1209373573451616266","1209373584323301376","2646263522","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",13,FALSE,FALSE,NA,NA
"135","We at Xiaomi, care strongly about the cause of pet adoption.

Together with @CupaIndia we wish to bring people's at… https://t.co/PbdvxiIH3V",FALSE,88,"XiaomiIndia",2019-12-24 07:21:43,TRUE,"1209334280821727232","1209373573451616266","2646263522","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XiaomiIndia",14,FALSE,FALSE,NA,NA
"136","Here's where you can purchase the toys and truly make this a season of joy - https://t.co/mi4Ya5BCmY https://t.co/MojZZNhkQF",FALSE,314,NA,2019-12-24 06:27:13,FALSE,NA,"1209359858287251456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",174,FALSE,FALSE,NA,NA
"137","As the season of joy &amp; happiness comes full circle, let's take a moment to realise the hardships of the children.… https://t.co/5tZoQoFrT0",FALSE,329,NA,2019-12-24 05:59:33,TRUE,NA,"1209352894299791360",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","XiaomiIndia",151,FALSE,FALSE,NA,NA
"138","Presenting the Mi Pawsome 2020 Calendar feat. 12 pawsome models.<U+0001F436>

It's part of our efforts to rehabilitate abandon… https://t.co/u6vKbRPmhF",FALSE,549,NA,2019-12-24 04:45:35,TRUE,NA,"1209334280821727232",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",317,FALSE,FALSE,NA,NA
"139","@DobriyalMr @ICICIBank @Flipkart @amazonIN @manukumarjain We're working on it. It will be rolled out soon!",FALSE,1,"DobriyalMr",2019-12-23 13:41:53,FALSE,"1209097674684682240","1209106858331394049","1037734551894732800","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"140","Discounts are calling! Best prices on #MiA3 &amp; #RedmiGo! #1MiFanSale

Avail 10% Instant Discount* on @ICICIBank Cred… https://t.co/DXkt88v51l",FALSE,344,NA,2019-12-23 13:00:01,TRUE,NA,"1209096319815434241",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",124,FALSE,FALSE,NA,NA
"141","@theluckyanurag Hey, can you DM @MiIndiaSupport with the order id? Our concerned team will help you ASAP.",FALSE,0,"theluckyanurag",2019-12-23 11:54:38,FALSE,"1209058538854596608","1209079868333281281","3161387814","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"142","Stay charged on the go with #MiCarCharger (3.6A Fast Charging)!

Get it in the #1MiFanSale for just <U+20B9>499.

Sale sta… https://t.co/8tmzMqmmsb",FALSE,217,NA,2019-12-23 11:53:41,TRUE,NA,"1209079629039816704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",103,FALSE,FALSE,NA,NA
"143","@Tutul10098990 Glad to hear that!",FALSE,0,"Tutul10098990",2019-12-23 11:53:13,FALSE,"1209065795419926528","1209079508285808640","1139460610570125313","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"144","@mdsami5528 Awesome!",FALSE,2,"mdsami5528",2019-12-23 11:52:24,FALSE,"1209062568729296897","1209079304165806081","1151848172597043200","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"145","All I want for #Christmas is the #MiCompactBluetoothSpeaker2!

Listen to the season's biggest hits on the most comp… https://t.co/KXQQuFcMGL",FALSE,348,NA,2019-12-23 09:30:00,TRUE,NA,"1209043468066181122",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",183,FALSE,FALSE,NA,NA
"146","@09sanjay09 @ICICIBank @Flipkart @amazonIN Stay tuned for more updates on the same!",FALSE,1,"09sanjay09",2019-12-23 05:23:54,FALSE,"1208822968199110664","1208981537317736448","925035159669239808","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"147","@abinanthanjain @ICICIBank @Flipkart @amazonIN @MiIndiaSupport The price struckthrough is the MRP of the product!",FALSE,1,"abinanthanjain",2019-12-23 05:23:30,FALSE,"1208801934313832448","1208981432862793728","2216930435","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"148","@yoyorajsoni @ICICIBank @Flipkart @amazonIN Our team is working on it. We'll update you when we roll out the update. Stay tuned!",FALSE,2,"yoyorajsoni",2019-12-23 05:20:22,FALSE,"1208734224557264896","1208980647856898049","715570219117219845","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"149","@DaggupatiCse @ICICIBank @Flipkart @amazonIN We hear you!",FALSE,2,"DaggupatiCse",2019-12-23 05:19:36,FALSE,"1208893725595684865","1208980451827695616","475617512","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"150","@Prabhakarkarn12 To know all the offers, visit: https://t.co/N2BlKnEFlI",FALSE,2,"Prabhakarkarn12",2019-12-23 05:19:07,FALSE,"1208978806209302528","1208980333124714497","4844608632","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",1,FALSE,FALSE,NA,NA
"151","@MohnishG2 https://t.co/jQeohZ60Sq",FALSE,3,"MohnishG2",2019-12-23 05:18:33,FALSE,"1208957646285361152","1208980187288702976","1032272450879336449","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",0,FALSE,FALSE,NA,NA
"152","Love toys? How about building one?

Catch the #MiDuneBuggyBuilder for a special price of just <U+20B9>999 on… https://t.co/isiTgXpGf2",FALSE,368,NA,2019-12-23 03:29:12,TRUE,NA,"1208952671161344001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","XiaomiIndia",207,FALSE,FALSE,NA,NA
"153","Exclusive discounts on #MiA3 and #RedmiGo! #1MiFanSale

Avail 10% Instant Discount* on @ICICIBank Credit Cards &amp; EM… https://t.co/1jv64wTpMj",FALSE,343,NA,2019-12-22 13:00:00,TRUE,NA,"1208733928460148736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",169,FALSE,FALSE,NA,NA
"154","Route the spirit of the #Christmas season to your home with the iconic #MiRouter3C!

Going on sale for just <U+20B9>499 ex… https://t.co/OnKNr8wzWW",FALSE,349,NA,2019-12-22 11:30:00,TRUE,NA,"1208711278392463360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",194,FALSE,FALSE,NA,NA
"155","#Christmas is best experienced with friends, family and Wi-Fi! And we've got you covered.

#Mi Wi-Fi Repeater 2 is… https://t.co/Ej0ieuT5FW",FALSE,314,NA,2019-12-22 09:30:00,TRUE,NA,"1208681079772569600",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",112,FALSE,FALSE,NA,NA
"156","Jingle all the way! Celebrate the #Christmas spirit with exclusive deals on #Xiaomi audio products!

Check out the… https://t.co/R64WfRgecN",FALSE,540,NA,2019-12-22 07:00:00,TRUE,NA,"1208643331451809793",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",140,FALSE,FALSE,NA,NA
"157","Script your #NewYear story with #MiRollerballPen. 

Going on sale for just <U+20B9>99 on https://t.co/D3b3QtmvaT!… https://t.co/qHEBApBhQE",FALSE,367,NA,2019-12-22 03:30:00,TRUE,NA,"1208590482588090370",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","XiaomiIndia",122,FALSE,FALSE,NA,NA
